Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
Peds (Nappy Rash) 50g Cream,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Actnise 50g Cream,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
AEROHALER DEVICE,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Deep Heat (12.74/5.88%) 50g Cream,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
D-Sun (50000 IU) 10 Capsules,Medicine,,,Qty,,Neuvic Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Prulax (1.3g/10ml) 120ml Syrup,Medicine,,,Qty,,Matrix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lactogen Recover (200g) Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Neo Q-Plex Z (0.024g) 120ml Suspension,Medicine,,,Qty,,WoodWard's,,,0,NaN,0,Exclusive,1,0,,,
ARQ E SHIRIN 240ML (QARSHI),Medicine,,,Qty,,Qarshi Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
XANTHIN PLUS TAB,Medicine,,,Qty,,Vega Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lactogrow 3 (400g) Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Dr Koff Cough Syp 120ml 1s,Medicine,,,Qty,,Himont Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Spectrum Max (SPF-100) 40g Cream,Medicine,,,Qty,,CRYSTOLITE PHARMACEUTICAL,,,0,NaN,0,Exclusive,1,0,,,
Ezilax (103/25mg) 30 Tablets,Medicine,,,Qty,,Himont Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
URINE BAG (YMS),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Bezel (500mcg) 20 Tablets,Medicine,,,Qty,,Saffron Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Bonnisan 120ml Syrup,Medicine,,,Qty,,Himalaya pharma,,,0,NaN,0,Exclusive,1,0,,,
Ginbex (120mg/5ml) Sugar Free 120ml Syrup,Medicine,,,Qty,,Ipram Pharmaceuticals International,,,0,NaN,0,Exclusive,1,0,,,
Digas 20ml Oral Drops,Medicine,,,Qty,,Medics pharma,,,0,NaN,0,Exclusive,1,0,,,
OXYGEN MASK (ADULT),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Capcidol (0.025%) 20ml Lotion,Medicine,,,Qty,,Ipram Pharmaceuticals International,,,0,NaN,0,Exclusive,1,0,,,
Lactogen 2 (Follow-Up Formula) 400g Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Nestle Cerelac (Wheat) 350g Baby Cereal,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Nestle Cerelac (3 Fruits & Wheat) 350g Baby Cereal,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
PEDIASURE (CHOCLATE) 400G,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Meiji Lactoless (350g) Powdered Milk,Medicine,,,Qty,,"Meiji Holdings Co., Ltd.",,,0,NaN,0,Exclusive,1,0,,,
Lactogen 1(Infant Formula) 200g Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Lactogen 2 Happy Smooth 200g Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Lactogen 1 (400g) Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
BURET SET (JMS),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
AnaGrow (Hair Growth) 50ml Serum,Medicine,,,Qty,,JENPHARM LIFE SCIENCES,,,0,NaN,0,Exclusive,1,0,,,
Anagrow (Anti-Hair Loss) 100ml Shampoo,Medicine,,,Qty,,JENPHARM LIFE SCIENCES,,,0,NaN,0,Exclusive,1,0,,,
Freestyle Optium (Blood Glucose) 50 Test Strips,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Oslia Cap (200000IU) 1 Capsule,Medicine,,,Qty,,Vida Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
BYE BYE FEVER PATCH,Medicine,,,Qty,,Arizona,,,0,NaN,0,Exclusive,1,0,,,
Elferb 120ml Syrup,Medicine,,,Qty,,Hinucon (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Carmina Plus 120 Tablets,Medicine,,,Qty,,Hamdard Laboratories (Waqf) Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Cell D Plus 2 Capsules,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gesto 100 Tablets,Medicine,,,Qty,,Qarshi Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Jontilet 10 Sachets,Medicine,,,Qty,,Hinucon (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
NAN AR 380g Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
EXAMINATION GLOVES (L) (LIFE CARE),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Maxinoin (20mg) 30 Capsules,Medicine,,,Qty,,Maxitech Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Carodek (5mg) 10 Sachets,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Rimona 20 Capsules,Medicine,,,Qty,,Hinucon (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Kalv 30 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
"Sterol-D Stat (200,000IU) 1 Capsule",Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Phytus 120ml Syrup,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hilgas 120ml Syrup,Medicine,,,Qty,,Hinucon (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lactogrow 3 (800g) Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Sgindrop D (5000IU) 30 Capsules,Medicine,,,Qty,,Neutro Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dermoteen 100ml Face Wash,Medicine,,,Qty,,Pharma Health Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sgindrop D (200000IU) 1 Capsule,Medicine,,,Qty,,Neutro Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Protege (2mg) 10 Sachet,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Myofolic 15 Sachets,Medicine,,,Qty,,Matrix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Berdi 10 Sachets,Medicine,,,Qty,,ROUTE 2 HEALTH,,,0,NaN,0,Exclusive,1,0,,,
Hylixia Plus (Cough) 120ml Syrup,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Nutri 20 Tablets,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Maxfol (400mcg) 30 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Lactogen 2 Happy Smooth 800g Powdered Milk,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Nutrafil LF 400g Powdered Milk,Medicine,,,Qty,,NUTR-X,,,0,NaN,0,Exclusive,1,0,,,
Certeza (GL-110) Blood Glucose 50 Test Strips,Medicine,,,Qty,,Certeza Medical,,,0,NaN,0,Exclusive,1,0,,,
Nutrafil 3 400g Powdered Milk,Medicine,,,Qty,,NUTR-X,,,0,NaN,0,Exclusive,1,0,,,
Nutrafil 2 (Follow-on Formula) 400g Powder,Medicine,,,Qty,,NUTR-X,,,0,NaN,0,Exclusive,1,0,,,
Liv-52 100ml Syrup,Medicine,,,Qty,,Himalaya pharma,,,0,NaN,0,Exclusive,1,0,,,
Hylixia (Cough) 20ml Oral Drops,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Mobical-500 20 Tablets,Medicine,,,Qty,,MEDLIFE PHARMACEUTICALS (PVT.),,,0,NaN,0,Exclusive,1,0,,,
Oxiva 20 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Olcuf (70mg/5ml) 120ml Cough Syrup,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Coferb 120ml Syrup,Medicine,,,Qty,,Hinucon (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
OXYGEN MASK (CHILD),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Hair Aid 30 Capsules,Medicine,,,Qty,,Maxitech Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
PediaSure (Chocolate) 850g Powdered Milk,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Roxvita 30 Tablets,Medicine,,,Qty,,Vida Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gesunden Multi 30 Tablets,Medicine,,,Qty,,BRISTOL MAYER BIOTECH PAKISTAN,,,0,NaN,0,Exclusive,1,0,,,
Sterol-D (5000IU) 20 Capsules,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Meiji Big 3 (Growing-Up Formula) 900g Powdered Milk,Medicine,,,Qty,,"Meiji Holdings Co., Ltd.",,,0,NaN,0,Exclusive,1,0,,,
Ezegut Probiotic 10ml Oral Drops,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Kroff 120ml Syrup,Medicine,,,Qty,,Vida Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Carneel (500mg) 30 Capsules,Medicine,,,Qty,,Vida Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
FIBO SACHETS,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
HONEY 50G TUBE (MARHABA),Medicine,,,Qty,,Marhaba Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hamdard Safi 175ml Syrup,Medicine,,,Qty,,Hamdard Laboratories (Waqf) Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Hamdard Ghutti 60ml Syrup,Medicine,,,Qty,,Hamdard Laboratories (Waqf) Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Gestofill 120ml Syrup,Medicine,,,Qty,,Qarshi Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Qarshi Lal Sharbat 120ml Syrup,Medicine,,,Qty,,Qarshi Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ora-AD (1500/400IU) 10ml Oral Drops,Medicine,,,Qty,,Phytocon International (Pvt) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Brick Colic 20ml Oral Drops,Medicine,,,Qty,,"Brick Laboratories (Unani), Pvt. Ltd.",,,0,NaN,0,Exclusive,1,0,,,
Apiban (5mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Apiban (2.5mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gabapil (25mg) 14 Capsules,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Pirfenox (200mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vildomet (50/500mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Sitaphage (50/500mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Jardy-Met (12.5/500mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Jardy-Met (12.5/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Formiget (400/12mcg) 30 Capsules,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitagen-M XR (50/500mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Formiget (200/6mcg) 30 Capsules,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Omsta (40mg) 14 Capsules,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sita-Met (50/850mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Ebaget-D (20mg) 10 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Galvecta Plus (50/500mg) 14 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Daplozmet (5/1000mg) 14 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empaa-M (12.5/500mg) 14 Tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Beceptor (10mg) 10 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Azipos (500mg) 6 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Masdipine SR (30mg) 20 Tablets,Medicine,,,Qty,,Mass Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Galza-Met (50/500mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Jardy (10mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Jardy (25mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Montit (10mg) 14 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sita-Met XR (50/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Sita-Met XR (100/1000mg)14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Sita-Met XR (50/500mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Sacvin (24/26mg) 30 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Xenglu-Met (5/1000mg) 14 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Adrance (10mg) 14 Tablets,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa (25mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Diampa (10mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Xenglu (10mg) 14 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tapento IR (75mg) 10 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Envepe (10/10mg) 30 Tablets,Medicine,,,Qty,,RG Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Fylod (100mg/5ml) 60ml Syrup,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Pexnew (10mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Maxflow-D (0.5/0.4mg) 20 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Dexiva (60mg) 30 Capsules,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dexiva (30mg) 30 Capsules,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tamsolin Plus (0.4/0.5mg) 20 Capsules,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Inosita Plus XR (50/500mg) 14 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Combihale (0.5/2.5mg) Nebulization Solution,Medicine,,,Qty,,HUDSON PHARMA (PVT)LTD.,,,0,NaN,0,Exclusive,1,0,,,
Xiga (10mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Xiga (5mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Racedo (10mg) 16 Sachets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Terbisil (1%) 30ml Topical Spray,Medicine,,,Qty,,Saffron Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mirabet (25mg) 20 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Cetralex (50mg) 30 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Cetralex (100mg) 20 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Arynoin (20mg) 30 Capsules,Medicine,,,Qty,,Pharma Health Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Anplag (90mg) 20 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Voltral Emulgel (2%) 40g Gel,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Venticort (400/12mcg) 30 Capsules,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Fonaz (150mg) 1 Capsule,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Rosera (10mg) 10 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cezox (400mg) 5 Capsules,Medicine,,,Qty,,Asian Continental (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitagen-M (50/1000mg) 10 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dexxoo (30mg) 30 Capsules,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dexxoo (60mg) 30 Capsules,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Glyzia-Met (50/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Elezo (100mg/5mg) 120ml Syrup,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitagen-M XR (50/1000mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gabapil (75mg) 14 Capsules,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lalik (100mg) 14 Tablets,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Thicocid (4mg) 10 Capsules,Medicine,,,Qty,,Albert Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
HIDRASEC SACHETS 10MG,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Dextop (30mg) 30 Capsules,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Razodex (60mg) 30 Capsules,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Razodex (30mg) 30 Capsules,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dolgina (60mg) 30 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dolgina (30mg) 30 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Exval-A (5/160mg) 14 Tablets,Medicine,,,Qty,,Genix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Orglu (80/80mg) 30 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Oxidil (2g) IV Injection,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lochol (40mg) 15 Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lochol (20mg) 30 Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Baliptic (75mg) 14 Capsules,Medicine,,,Qty,,Albert Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
ByVas (5mg) 14 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Nebicare (5mg) 14 Tablets,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Nebicare (2.5mg) 14 Tablets,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zoltar (40mg) 14 Capsules,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Oxyclor (200mg) 30 Tablets,Medicine,,,Qty,,S.J & G. Fazul Ellahie (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Treviamet-XR (50/500mg) 14 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Urilef (100mg) 30 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ironone (150mg) 30 Capsules,Medicine,,,Qty,,RG Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Octidol Plus (37.5/325mg) 20 Tablets,Medicine,,,Qty,,HEFT Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sertex (100mg) 20 Tablets,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sertex (50mg) 30 Tablets,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hixib (60mg) 20 Tablets,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dobalta (30mg) 14 Capsules,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Dologab (75mg) 14 Capsules,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Glusimet (50/500mg) 28 Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Glusimet (50/1000mg) 28 Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dologab (50mg) 14 Capsules,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Velon-M (50/1000mg) 28 Tablets,Medicine,,,Qty,,Genix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Viglip-M (50/500mg) 14 Tablets,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Faast (40mg) 14 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Lingab (50mg) 20 Capsules,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Rosugen (10mg) 10 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Rosugen (5mg) 10 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
T-Day (2.5mg/5ml) 90ml Syrup,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
MEDISOL D/W 5% 1000ML,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Covance (5/160mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Covance (5/80mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Qalsium-D (Strawbery) Suger Free 40 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
